video_id,num_frames,fps,pose_detected_frames,pose_detection_rate,left_hand_detected_frames,left_hand_detection_rate,right_hand_detected_frames,right_hand_detection_rate,face_detected_frames,face_detection_rate,left_hand_missing_frames,right_hand_missing_frames,left_hand_short_gap_count,right_hand_short_gap_count,left_hand_imputed_frames,right_hand_imputed_frames,left_hand_unresolved_frames,right_hand_unresolved_frames,normalization_invalid_frames,extraction_success,error_message
05196,138,29.997825622558594,137,0.992754,58,0.42029,67,0.485507,137,0.992754,80,71,0,1,0,2,80,69,1,True,
05198,57,29.969999313354492,57,1.0,57,1.0,57,1.0,57,1.0,0,0,0,0,0,0,0,0,0,True,
05204,95,30.289152145385742,94,0.989474,39,0.410526,46,0.484211,94,0.989474,56,49,0,1,0,1,56,48,1,True,
05216,45,23.97612953186035,45,1.0,31,0.688889,37,0.822222,45,1.0,14,8,2,0,3,0,11,8,0,True,
05217,118,30.0,117,0.991525,70,0.59322,75,0.635593,117,0.991525,48,43,0,0,0,0,48,43,1,True,
05219,68,29.969999313354492,68,1.0,68,1.0,68,1.0,68,1.0,0,0,0,0,0,0,0,0,0,True,
05229,72,25.0,72,1.0,45,0.625,41,0.569444,72,1.0,27,31,1,1,1,2,26,29,0,True,
05230,97,29.969999313354492,97,1.0,35,0.360825,43,0.443299,97,1.0,62,54,0,2,0,3,62,51,0,True,
05231,33,23.97616958618164,33,1.0,20,0.606061,20,0.606061,33,1.0,13,13,0,0,0,0,13,13,0,True,
05232,31,23.976076126098633,31,1.0,17,0.548387,19,0.612903,31,1.0,14,12,2,1,2,1,12,11,0,True,
05233,119,29.970029830932617,119,1.0,53,0.445378,59,0.495798,119,1.0,66,60,2,1,4,1,62,59,0,True,
05234,94,30.0,93,0.989362,45,0.478723,46,0.489362,93,0.989362,49,48,0,2,0,3,49,45,1,True,
05238,41,29.969999313354492,41,1.0,39,0.95122,41,1.0,41,1.0,2,0,1,0,2,0,0,0,0,True,
05239,48,29.969999313354492,48,1.0,48,1.0,48,1.0,48,1.0,0,0,0,0,0,0,0,0,0,True,
05243,80,30.349750518798828,79,0.9875,26,0.325,27,0.3375,79,0.9875,54,53,4,4,5,4,49,49,1,True,
05275,78,25.0,78,1.0,38,0.487179,39,0.5,78,1.0,40,39,0,0,0,0,40,39,0,True,
05276,89,29.969999313354492,89,1.0,51,0.573034,46,0.516854,89,1.0,38,43,1,2,2,3,36,40,0,True,
05277,75,29.970029830932617,75,1.0,33,0.44,29,0.386667,75,1.0,42,46,1,1,1,1,41,45,0,True,
05278,103,30.0,102,0.990291,65,0.631068,65,0.631068,102,0.990291,38,38,2,1,2,2,36,36,1,True,
05280,45,29.969999313354492,45,1.0,45,1.0,45,1.0,45,1.0,0,0,0,0,0,0,0,0,0,True,
05285,81,30.34500503540039,80,0.987654,37,0.45679,37,0.45679,80,0.987654,44,44,1,1,1,1,43,43,1,True,
05297,94,25.0,94,1.0,40,0.425532,0,0.0,94,1.0,54,94,1,0,1,0,53,94,0,True,
05298,94,29.969999313354492,94,1.0,44,0.468085,3,0.031915,94,1.0,50,91,3,0,6,0,44,91,0,True,
05299,85,29.970029830932617,85,1.0,41,0.482353,0,0.0,85,1.0,44,85,1,0,1,0,43,85,0,True,
05300,107,30.002803802490234,106,0.990654,67,0.626168,0,0.0,106,0.990654,40,107,0,0,0,0,40,107,1,True,
05303,59,29.969999313354492,59,1.0,59,1.0,0,0.0,59,1.0,0,59,0,0,0,0,0,59,0,True,
05310,78,30.359615325927734,77,0.987179,33,0.423077,0,0.0,77,0.987179,45,78,1,0,1,0,44,78,1,True,
05358,78,25.0,78,1.0,37,0.474359,34,0.435897,78,1.0,41,44,1,1,1,1,40,43,0,True,
05362,32,29.969999313354492,32,1.0,32,1.0,32,1.0,32,1.0,0,0,0,0,0,0,0,0,0,True,
05368,76,25.0,76,1.0,52,0.684211,47,0.618421,76,1.0,24,29,1,2,1,2,23,27,0,True,
05369,115,30.0,114,0.991304,72,0.626087,78,0.678261,114,0.991304,43,37,2,2,3,3,40,34,1,True,
05372,66,29.969999313354492,66,1.0,66,1.0,66,1.0,66,1.0,0,0,0,0,0,0,0,0,0,True,
05374,95,30.289152145385742,94,0.989474,54,0.568421,56,0.589474,88,0.926316,41,39,1,2,2,3,39,36,1,True,
05467,98,25.0,98,1.0,48,0.489796,48,0.489796,98,1.0,50,50,1,2,1,2,49,48,0,True,
05468,72,25.0,72,1.0,25,0.347222,48,0.666667,72,1.0,47,24,1,1,2,1,45,23,0,True,
05470,76,29.969999313354492,76,1.0,43,0.565789,35,0.460526,76,1.0,33,41,1,3,1,3,32,38,0,True,
05471,43,29.970029830932617,43,1.0,35,0.813953,34,0.790698,43,1.0,8,9,0,1,0,1,8,8,0,True,
05472,117,29.9974365234375,116,0.991453,72,0.615385,73,0.623932,116,0.991453,45,44,0,0,0,0,45,44,1,True,
05473,107,30.0,106,0.990654,36,0.336449,41,0.383178,106,0.990654,71,66,0,1,0,2,71,64,1,True,
05476,58,29.969999313354492,58,1.0,58,1.0,58,1.0,0,0.0,0,0,0,0,0,0,0,0,0,True,
05479,87,30.31884002685547,86,0.988506,40,0.45977,33,0.37931,67,0.770115,47,54,2,1,3,1,44,53,1,True,
05484,79,25.0,79,1.0,32,0.405063,29,0.367089,79,1.0,47,50,1,0,1,0,46,50,0,True,
05486,73,29.969999313354492,73,1.0,42,0.575342,34,0.465753,73,1.0,31,39,0,2,0,2,31,37,0,True,
05487,112,30.0,111,0.991071,78,0.696429,86,0.767857,111,0.991071,34,26,0,2,0,2,34,24,1,True,
05489,121,59.939998626708984,121,1.0,121,1.0,121,1.0,105,0.867769,0,0,0,0,0,0,0,0,0,True,
05498,102,30.267032623291016,101,0.990196,50,0.490196,44,0.431373,0,0.0,52,58,1,1,1,1,51,57,1,True,
05556,84,25.0,84,1.0,52,0.619048,2,0.02381,84,1.0,32,82,0,0,0,0,32,82,0,True,
05557,102,29.970029830932617,102,1.0,47,0.460784,5,0.04902,60,0.588235,55,97,2,0,4,0,51,97,0,True,
05558,26,29.970029830932617,26,1.0,10,0.384615,3,0.115385,26,1.0,16,23,2,1,3,2,13,21,0,True,
05559,37,23.976024627685547,37,1.0,24,0.648649,2,0.054054,37,1.0,13,35,0,0,0,0,13,35,0,True,
05560,104,30.002885818481445,103,0.990385,65,0.625,2,0.019231,100,0.961538,39,102,1,0,2,0,37,102,1,True,
05562,36,29.969999313354492,36,1.0,36,1.0,0,0.0,28,0.777778,0,36,0,0,0,0,0,36,0,True,
05565,93,30.296091079711914,92,0.989247,41,0.44086,2,0.021505,3,0.032258,52,91,0,0,0,0,52,91,1,True,
05596,94,25.0,94,1.0,52,0.553191,1,0.010638,94,1.0,42,93,1,0,2,0,40,93,0,True,
05598,32,23.976024627685547,32,1.0,18,0.5625,1,0.03125,32,1.0,14,31,1,0,1,0,13,31,0,True,
05599,33,23.97616958618164,33,1.0,22,0.666667,0,0.0,33,1.0,11,33,0,0,0,0,11,33,0,True,
05600,26,23.976146697998047,26,1.0,15,0.576923,0,0.0,26,1.0,11,26,0,0,0,0,11,26,0,True,
05601,102,29.997058868408203,101,0.990196,64,0.627451,1,0.009804,101,0.990196,38,101,0,0,0,0,38,101,1,True,
05605,26,29.969999313354492,26,1.0,26,1.0,0,0.0,26,1.0,0,26,0,0,0,0,0,26,0,True,
05606,33,29.969999313354492,33,1.0,33,1.0,0,0.0,24,0.727273,0,33,0,0,0,0,0,33,0,True,
05609,99,30.276124954223633,98,0.989899,32,0.323232,1,0.010101,98,0.989899,67,98,1,0,1,0,66,98,1,True,
05616,33,23.97616958618164,33,1.0,1,0.030303,23,0.69697,33,1.0,32,10,0,1,0,1,32,9,0,True,
05617,112,30.0,111,0.991071,67,0.598214,46,0.410714,111,0.991071,45,66,0,1,0,1,45,65,1,True,
05619,51,29.969999313354492,51,1.0,14,0.27451,38,0.745098,51,1.0,37,13,0,0,0,0,37,13,0,True,
05622,83,30.335857391357422,82,0.987952,5,0.060241,32,0.385542,82,0.987952,78,51,1,0,1,0,77,51,1,True,
05629,69,25.0,69,1.0,35,0.507246,4,0.057971,69,1.0,34,65,0,0,0,0,34,65,0,True,
05630,87,29.970029830932617,87,1.0,39,0.448276,43,0.494253,70,0.804598,48,44,3,1,5,2,43,42,0,True,
05631,24,23.976024627685547,24,1.0,14,0.583333,3,0.125,24,1.0,10,21,0,0,0,0,10,21,0,True,
05632,33,23.97616958618164,33,1.0,16,0.484848,0,0.0,33,1.0,17,33,1,0,1,0,16,33,0,True,
05633,27,23.976083755493164,27,1.0,15,0.555556,4,0.148148,27,1.0,12,23,0,2,0,2,12,21,0,True,
05634,103,30.0,102,0.990291,68,0.660194,68,0.660194,102,0.990291,35,35,4,2,4,2,31,33,1,True,
05636,66,29.969999313354492,66,1.0,50,0.757576,39,0.590909,66,1.0,16,27,6,1,7,2,9,25,0,True,
05637,50,29.969999313354492,50,1.0,50,1.0,0,0.0,50,1.0,0,50,0,0,0,0,0,50,0,True,
05638,36,29.969999313354492,36,1.0,36,1.0,0,0.0,36,1.0,0,36,0,0,0,0,0,36,0,True,
05644,84,30.331449508666992,83,0.988095,33,0.392857,17,0.202381,83,0.988095,51,67,3,1,4,2,47,65,1,True,
05652,96,25.0,96,1.0,49,0.510417,37,0.385417,96,1.0,47,59,0,1,0,1,47,58,0,True,
05653,78,29.970029830932617,78,1.0,49,0.628205,38,0.487179,74,0.948718,29,40,4,5,6,5,23,35,0,True,
05654,175,30.0,174,0.994286,98,0.56,97,0.554286,174,0.994286,77,78,1,2,2,2,75,76,1,True,
05656,56,29.969999313354492,56,1.0,54,0.964286,12,0.214286,56,1.0,2,44,1,1,2,2,0,42,0,True,
05661,90,30.30708122253418,89,0.988889,43,0.477778,42,0.466667,89,0.988889,47,48,1,4,1,5,46,43,1,True,
05680,85,25.0,85,1.0,37,0.435294,5,0.058824,85,1.0,48,80,0,0,0,0,48,80,0,True,
05681,54,23.976083755493164,54,1.0,23,0.425926,3,0.055556,54,1.0,31,51,1,0,1,0,30,51,0,True,
05682,100,30.0,99,0.99,41,0.41,0,0.0,99,0.99,59,100,0,0,0,0,59,100,1,True,
05685,38,29.969999313354492,38,1.0,38,1.0,0,0.0,38,1.0,0,38,0,0,0,0,0,38,0,True,
05688,61,30.470006942749023,60,0.983607,26,0.42623,3,0.04918,60,0.983607,35,58,2,0,3,0,32,58,1,True,
05705,71,25.0,71,1.0,40,0.56338,3,0.042254,71,1.0,31,68,0,0,0,0,31,68,0,True,
05706,84,25.0,84,1.0,33,0.392857,2,0.02381,84,1.0,51,82,0,0,0,0,51,82,0,True,
05707,60,29.970029830932617,60,1.0,37,0.616667,5,0.083333,60,1.0,23,55,0,2,0,2,23,53,0,True,
05708,32,29.970029830932617,32,1.0,24,0.75,1,0.03125,32,1.0,8,31,0,0,0,0,8,31,0,True,
05709,97,30.0,96,0.989691,58,0.597938,0,0.0,96,0.989691,39,97,0,0,0,0,39,97,1,True,
05712,71,29.969999313354492,71,1.0,71,1.0,0,0.0,71,1.0,0,71,0,0,0,0,0,71,0,True,
05715,104,30.26126480102539,103,0.990385,38,0.365385,0,0.0,103,0.990385,66,104,1,0,1,0,65,104,1,True,
05727,87,29.970029830932617,87,1.0,41,0.471264,44,0.505747,87,1.0,46,43,1,2,1,2,45,41,0,True,
05728,26,23.976146697998047,26,1.0,20,0.769231,0,0.0,26,1.0,6,26,0,0,0,0,6,26,0,True,
05729,52,29.970029830932617,52,1.0,40,0.769231,36,0.692308,52,1.0,12,16,1,2,1,2,11,14,0,True,
05730,31,23.976076126098633,31,1.0,22,0.709677,22,0.709677,31,1.0,9,9,1,1,1,1,8,8,0,True,
05731,45,23.97612953186035,45,1.0,31,0.688889,5,0.111111,45,1.0,14,40,0,0,0,0,14,40,0,True,
05732,86,30.003488540649414,85,0.988372,54,0.627907,4,0.046512,85,0.988372,32,82,1,1,1,2,31,80,1,True,
05733,108,29.997222900390625,107,0.990741,64,0.592593,68,0.62963,107,0.990741,44,40,1,0,2,0,42,40,1,True,
05734,81,29.996295928955078,80,0.987654,63,0.777778,0,0.0,80,0.987654,18,81,1,0,2,0,16,81,1,True,
05739,51,29.969999313354492,51,1.0,51,1.0,43,0.843137,51,1.0,0,8,0,0,0,0,0,8,0,True,
05740,48,29.969999313354492,48,1.0,9,0.1875,48,1.0,48,1.0,39,0,0,0,0,0,39,0,0,True,
05741,31,29.969999313354492,31,1.0,31,1.0,0,0.0,31,1.0,0,31,0,0,0,0,0,31,0,True,
05742,28,29.969999313354492,28,1.0,28,1.0,0,0.0,28,1.0,0,28,0,0,0,0,0,28,0,True,
05743,47,29.969999313354492,47,1.0,47,1.0,0,0.0,47,1.0,0,47,0,0,0,0,0,47,0,True,
05749,90,30.30708122253418,89,0.988889,22,0.244444,4,0.044444,89,0.988889,68,86,2,1,2,1,66,85,1,True,
05750,100,30.273033142089844,99,0.99,32,0.32,32,0.32,99,0.99,68,68,2,2,2,2,66,66,1,True,
05759,57,29.99473762512207,56,0.982456,55,0.964912,44,0.77193,56,0.982456,2,13,1,0,1,0,1,13,1,True,
05762,66,29.969999313354492,66,1.0,56,0.848485,66,1.0,66,1.0,10,0,2,0,3,0,7,0,0,True,
05763,44,29.969999313354492,44,1.0,27,0.613636,42,0.954545,44,1.0,17,2,1,1,1,1,16,1,0,True,
05767,79,30.3546199798584,78,0.987342,37,0.468354,34,0.43038,78,0.987342,42,45,2,0,2,0,40,45,1,True,
05778,37,29.970029830932617,37,1.0,0,0.0,31,0.837838,37,1.0,37,6,0,0,0,0,37,6,0,True,
05779,42,29.970029830932617,42,1.0,0,0.0,35,0.833333,42,1.0,42,7,0,0,0,0,42,7,0,True,
05780,46,29.970029830932617,46,1.0,30,0.652174,42,0.913043,46,1.0,16,4,2,0,3,0,13,4,0,True,
05781,40,29.970029830932617,40,1.0,11,0.275,31,0.775,40,1.0,29,9,0,0,0,0,29,9,0,True,
05782,43,29.970029830932617,43,1.0,12,0.27907,33,0.767442,43,1.0,31,10,1,0,1,0,30,10,0,True,
05783,38,29.969999313354492,38,1.0,38,1.0,38,1.0,38,1.0,0,0,0,0,0,0,0,0,0,True,
05784,100,30.273033142089844,99,0.99,27,0.27,30,0.3,99,0.99,73,70,1,0,1,0,72,70,1,True,
05792,170,24.0,170,1.0,113,0.664706,111,0.652941,170,1.0,57,59,4,9,4,12,53,47,0,True,
05793,85,25.0,85,1.0,38,0.447059,29,0.341176,85,1.0,47,56,1,1,1,1,46,55,0,True,
05794,92,30.00326156616211,91,0.98913,64,0.695652,59,0.641304,91,0.98913,28,33,0,2,0,2,28,31,1,True,
05796,48,29.969999313354492,48,1.0,41,0.854167,47,0.979167,48,1.0,7,1,6,1,7,1,0,0,0,True,
05798,89,30.3109130859375,88,0.988764,31,0.348315,35,0.393258,88,0.988764,58,54,0,0,0,0,58,54,1,True,
05803,45,29.970029830932617,45,1.0,36,0.8,37,0.822222,45,1.0,9,8,4,1,5,1,4,7,0,True,
05804,105,29.997142791748047,104,0.990476,44,0.419048,65,0.619048,104,0.990476,61,40,2,0,3,0,58,40,1,True,
05808,50,29.969999313354492,50,1.0,50,1.0,44,0.88,50,1.0,0,6,0,0,0,0,0,6,0,True,
05816,116,30.230871200561523,115,0.991379,41,0.353448,35,0.301724,115,0.991379,75,81,2,1,2,1,73,80,1,True,
05844,149,24.0,149,1.0,58,0.389262,12,0.080537,149,1.0,91,137,0,0,0,0,91,137,0,True,
05845,65,25.0,65,1.0,27,0.415385,29,0.446154,65,1.0,38,36,1,2,1,2,37,34,0,True,
05846,35,23.976070404052734,35,1.0,13,0.371429,16,0.457143,35,1.0,22,19,0,1,0,2,22,17,0,True,
05847,33,23.97616958618164,33,1.0,13,0.393939,21,0.636364,33,1.0,20,12,2,4,2,5,18,7,0,True,
05848,99,29.99696922302246,98,0.989899,74,0.747475,25,0.252525,98,0.989899,25,74,0,0,0,0,25,74,1,True,
05849,56,29.969999313354492,56,1.0,48,0.857143,42,0.75,28,0.5,8,14,0,2,0,3,8,11,0,True,
05851,87,30.31884002685547,86,0.988506,33,0.37931,24,0.275862,86,0.988506,54,63,2,2,3,3,51,60,1,True,
05853,64,25.0,64,1.0,26,0.40625,25,0.390625,64,1.0,38,39,2,0,2,0,36,39,0,True,
05854,35,23.976070404052734,35,1.0,13,0.371429,16,0.457143,35,1.0,22,19,0,1,0,2,22,17,0,True,
05855,33,23.97616958618164,33,1.0,13,0.393939,21,0.636364,33,1.0,20,12,2,4,2,5,18,7,0,True,
05856,99,29.99696922302246,98,0.989899,74,0.747475,25,0.252525,98,0.989899,25,74,0,0,0,0,25,74,1,True,
05858,56,29.969999313354492,56,1.0,48,0.857143,42,0.75,28,0.5,8,14,0,2,0,3,8,11,0,True,
05873,100,25.0,100,1.0,56,0.56,59,0.59,100,1.0,44,41,1,1,1,1,43,40,0,True,
05874,45,23.97612953186035,45,1.0,18,0.4,30,0.666667,45,1.0,27,15,0,1,0,1,27,14,0,True,
05875,106,30.0,105,0.990566,52,0.490566,60,0.566038,105,0.990566,54,46,4,0,5,0,49,46,1,True,
05877,55,29.969999313354492,55,1.0,53,0.963636,55,1.0,55,1.0,2,0,2,0,2,0,0,0,0,True,
05878,63,29.969999313354492,63,1.0,63,1.0,63,1.0,63,1.0,0,0,0,0,0,0,0,0,0,True,
05881,87,30.31884002685547,86,0.988506,24,0.275862,34,0.390805,86,0.988506,63,53,1,2,1,3,62,50,1,True,
05911,80,25.0,80,1.0,37,0.4625,41,0.5125,80,1.0,43,39,0,0,0,0,43,39,0,True,
05912,62,29.970029830932617,62,1.0,55,0.887097,49,0.790323,62,1.0,7,13,1,0,1,0,6,13,0,True,
05913,113,30.002655029296875,112,0.99115,61,0.539823,73,0.646018,112,0.99115,52,40,1,0,2,0,50,40,1,True,
05915,68,29.969999313354492,68,1.0,68,1.0,68,1.0,68,1.0,0,0,0,0,0,0,0,0,0,True,
05917,35,29.969999313354492,35,1.0,16,0.457143,35,1.0,35,1.0,19,0,0,0,0,0,19,0,0,True,
05920,99,30.276124954223633,98,0.989899,37,0.373737,39,0.393939,98,0.989899,62,60,1,2,1,2,61,58,1,True,
05923,81,29.970029830932617,81,1.0,43,0.530864,46,0.567901,81,1.0,38,35,2,0,3,0,35,35,0,True,
05924,83,29.970029830932617,83,1.0,44,0.53012,38,0.457831,83,1.0,39,45,1,2,1,2,38,43,0,True,
05925,30,23.97612953186035,30,1.0,21,0.7,23,0.766667,30,1.0,9,7,1,1,1,1,8,6,0,True,
05926,111,29.997297286987305,110,0.990991,59,0.531532,47,0.423423,110,0.990991,52,64,0,1,0,1,52,63,1,True,
05928,45,29.969999313354492,45,1.0,42,0.933333,37,0.822222,45,1.0,3,8,3,1,3,2,0,6,0,True,
05931,74,30.380964279174805,73,0.986486,26,0.351351,25,0.337838,73,0.986486,48,49,2,2,2,2,46,47,1,True,
05960,123,24.0,123,1.0,63,0.512195,1,0.00813,123,1.0,60,122,1,0,1,0,59,122,0,True,
05961,66,25.0,66,1.0,42,0.636364,0,0.0,66,1.0,24,66,0,0,0,0,24,66,0,True,
05962,103,30.0,102,0.990291,51,0.495146,1,0.009709,102,0.990291,52,102,0,0,0,0,52,102,1,True,
05964,50,29.969999313354492,50,1.0,50,1.0,0,0.0,50,1.0,0,50,0,0,0,0,0,50,0,True,
05965,32,29.969999313354492,32,1.0,32,1.0,0,0.0,32,1.0,0,32,0,0,0,0,0,32,0,True,
05967,105,30.258464813232422,104,0.990476,32,0.304762,0,0.0,104,0.990476,73,105,0,0,0,0,73,105,1,True,
05987,54,25.0,54,1.0,31,0.574074,31,0.574074,54,1.0,23,23,0,0,0,0,23,23,0,True,
05988,36,23.976024627685547,36,1.0,27,0.75,30,0.833333,36,1.0,9,6,1,0,2,0,7,6,0,True,
05989,41,29.969999313354492,41,1.0,41,1.0,41,1.0,41,1.0,0,0,0,0,0,0,0,0,0,True,
05992,103,30.26412010192871,102,0.990291,39,0.378641,41,0.398058,102,0.990291,64,62,1,2,1,3,63,59,1,True,
05998,84,25.0,84,1.0,26,0.309524,42,0.5,84,1.0,58,42,4,0,5,0,53,42,0,True,
05999,130,30.0,129,0.992308,69,0.530769,70,0.538462,129,0.992308,61,60,1,1,1,1,60,59,1,True,
06001,41,29.969999313354492,41,1.0,39,0.95122,40,0.97561,41,1.0,2,1,1,1,2,1,0,0,0,True,
06002,46,29.969999313354492,46,1.0,46,1.0,45,0.978261,46,1.0,0,1,0,0,0,0,0,1,0,True,
06007,90,30.30708122253418,89,0.988889,37,0.411111,35,0.388889,89,0.988889,53,55,1,2,2,2,51,53,1,True,
06021,72,25.0,72,1.0,34,0.472222,9,0.125,72,1.0,38,63,0,2,0,2,38,61,0,True,
06022,70,29.970029830932617,70,1.0,40,0.571429,1,0.014286,35,0.5,30,69,3,0,3,0,27,69,0,True,
06023,107,30.002803802490234,106,0.990654,51,0.476636,1,0.009346,106,0.990654,56,106,0,0,0,0,56,106,1,True,
06025,49,29.969999313354492,49,1.0,49,1.0,0,0.0,47,0.959184,0,49,0,0,0,0,0,49,0,True,
06029,83,30.335857391357422,82,0.987952,33,0.39759,1,0.012048,82,0.987952,50,82,3,0,3,0,47,82,1,True,
06045,69,25.0,69,1.0,28,0.405797,32,0.463768,69,1.0,41,37,1,4,1,4,40,33,0,True,
06046,32,23.976024627685547,32,1.0,21,0.65625,24,0.75,32,1.0,11,8,0,1,0,2,11,6,0,True,
06047,94,30.0,93,0.989362,29,0.308511,43,0.457447,93,0.989362,65,51,2,1,2,1,63,50,1,True,
06049,29,29.969999313354492,29,1.0,17,0.586207,17,0.586207,29,1.0,12,12,4,2,5,3,7,9,0,True,
06052,84,30.331449508666992,83,0.988095,28,0.333333,19,0.22619,83,0.988095,56,65,1,0,1,0,55,65,1,True,
06066,99,29.969999313354492,99,1.0,24,0.242424,57,0.575758,99,1.0,75,42,0,1,0,2,75,40,0,True,
06067,94,30.0,93,0.989362,39,0.414894,1,0.010638,93,0.989362,55,93,3,0,5,0,50,93,1,True,
06069,48,29.969999313354492,48,1.0,48,1.0,0,0.0,37,0.770833,0,48,0,0,0,0,0,48,0,True,
06075,103,30.26412010192871,102,0.990291,26,0.252427,1,0.009709,102,0.990291,77,102,1,0,1,0,76,102,1,True,
06081,84,25.0,84,1.0,43,0.511905,35,0.416667,84,1.0,41,49,0,0,0,0,41,49,0,True,
06082,48,29.970029830932617,48,1.0,40,0.833333,34,0.708333,48,1.0,8,14,0,2,0,3,8,11,0,True,
06083,108,29.997222900390625,107,0.990741,47,0.435185,43,0.398148,107,0.990741,61,65,2,0,2,0,59,65,1,True,
06085,47,29.969999313354492,47,1.0,47,1.0,47,1.0,47,1.0,0,0,0,0,0,0,0,0,0,True,
06087,96,30.28579330444336,95,0.989583,32,0.333333,32,0.333333,95,0.989583,64,64,3,3,3,4,61,60,1,True,
06120,115,30.0,114,0.991304,41,0.356522,3,0.026087,114,0.991304,74,112,1,0,1,0,73,112,1,True,
06122,30,29.969999313354492,30,1.0,30,1.0,0,0.0,30,1.0,0,30,0,0,0,0,0,30,0,True,
06124,105,30.258464813232422,104,0.990476,36,0.342857,1,0.009524,104,0.990476,69,104,1,0,1,0,68,104,1,True,
06137,115,29.970029830932617,115,1.0,72,0.626087,64,0.556522,70,0.608696,43,51,3,3,3,5,40,46,0,True,
06138,118,30.0,117,0.991525,65,0.550847,59,0.5,117,0.991525,53,59,0,3,0,4,53,55,1,True,
06140,85,29.969999313354492,85,1.0,81,0.952941,79,0.929412,85,1.0,4,6,2,0,3,0,1,6,0,True,
06146,95,30.289152145385742,94,0.989474,51,0.536842,48,0.505263,94,0.989474,44,47,2,1,3,2,41,45,1,True,
06159,99,25.0,99,1.0,46,0.464646,36,0.363636,99,1.0,53,63,3,3,4,3,49,60,0,True,
06160,121,29.969999313354492,121,1.0,62,0.512397,43,0.355372,121,1.0,59,78,2,5,2,5,57,73,0,True,
06161,129,29.9976749420166,128,0.992248,59,0.457364,62,0.48062,128,0.992248,70,67,1,0,1,0,69,67,1,True,
06163,67,29.969999313354492,67,1.0,60,0.895522,63,0.940299,67,1.0,7,4,6,3,7,4,0,0,0,True,
06165,111,30.24272918701172,110,0.990991,43,0.387387,39,0.351351,110,0.990991,68,72,2,1,3,1,65,71,1,True,
06192,95,25.0,95,1.0,48,0.505263,48,0.505263,95,1.0,47,47,1,1,2,2,45,45,0,True,
06193,39,29.970029830932617,39,1.0,27,0.692308,26,0.666667,39,1.0,12,13,2,4,2,6,10,7,0,True,
06194,101,30.00296974182129,100,0.990099,55,0.544554,55,0.544554,100,0.990099,46,46,3,0,4,0,42,46,1,True,
06199,38,29.969999313354492,38,1.0,38,1.0,31,0.815789,38,1.0,0,7,0,4,0,4,0,3,0,True,
06200,50,29.969999313354492,50,1.0,45,0.9,50,1.0,50,1.0,5,0,1,0,1,0,4,0,0,True,
06202,98,30.279281616210938,97,0.989796,38,0.387755,31,0.316327,97,0.989796,60,67,0,2,0,3,60,64,1,True,
06214,58,25.0,58,1.0,29,0.5,28,0.482759,58,1.0,29,30,3,2,4,3,25,27,0,True,
06215,129,29.9976749420166,128,0.992248,59,0.457364,62,0.48062,128,0.992248,70,67,1,0,1,0,69,67,1,True,
06216,67,29.969999313354492,67,1.0,60,0.895522,63,0.940299,67,1.0,7,4,6,3,7,4,0,0,0,True,
06218,111,30.24272918701172,110,0.990991,43,0.387387,39,0.351351,110,0.990991,68,72,2,1,3,1,65,71,1,True,
06299,44,23.976024627685547,44,1.0,32,0.727273,32,0.727273,44,1.0,12,12,0,3,0,5,12,7,0,True,
06300,36,29.969999313354492,36,1.0,36,1.0,36,1.0,34,0.944444,0,0,0,0,0,0,0,0,0,True,
06302,113,30.23785972595215,112,0.99115,48,0.424779,44,0.389381,112,0.99115,65,69,3,3,3,3,62,66,1,True,
06313,83,29.970029830932617,83,1.0,44,0.53012,46,0.554217,11,0.13253,39,37,4,3,5,3,34,34,0,True,
06314,50,23.97608757019043,50,1.0,35,0.7,27,0.54,50,1.0,15,23,4,0,5,0,10,23,0,True,
06315,116,30.002586364746094,115,0.991379,62,0.534483,53,0.456897,115,0.991379,54,63,1,0,1,0,53,63,1,True,
06317,64,29.969999313354492,64,1.0,64,1.0,64,1.0,64,1.0,0,0,0,0,0,0,0,0,0,True,
06319,96,30.28579330444336,95,0.989583,45,0.46875,32,0.333333,95,0.989583,51,64,0,3,0,3,51,61,1,True,
06330,87,24.0,87,1.0,45,0.517241,0,0.0,85,0.977011,42,87,0,0,0,0,42,87,0,True,
06331,63,25.0,63,1.0,27,0.428571,0,0.0,63,1.0,36,63,1,0,1,0,35,63,0,True,
06332,91,29.969999313354492,91,1.0,42,0.461538,3,0.032967,91,1.0,49,88,1,0,1,0,48,88,0,True,
06333,36,23.976024627685547,36,1.0,25,0.694444,0,0.0,36,1.0,11,36,1,0,1,0,10,36,0,True,
06334,19,23.97610855102539,19,1.0,9,0.473684,0,0.0,19,1.0,10,19,0,0,0,0,10,19,0,True,
06335,111,29.997297286987305,110,0.990991,52,0.468468,2,0.018018,110,0.990991,59,109,1,1,1,2,58,107,1,True,
06337,64,29.969999313354492,64,1.0,64,1.0,0,0.0,64,1.0,0,64,0,0,0,0,0,64,0,True,
06343,82,30.340373992919922,81,0.987805,38,0.463415,0,0.0,81,0.987805,44,82,0,0,0,0,44,82,1,True,
06359,58,29.970029830932617,58,1.0,39,0.672414,2,0.034483,58,1.0,19,56,2,0,2,0,17,56,0,True,
06360,89,30.00337028503418,88,0.988764,42,0.47191,0,0.0,88,0.988764,47,89,1,0,2,0,45,89,1,True,
06363,65,29.969999313354492,65,1.0,62,0.953846,64,0.984615,65,1.0,3,1,3,1,3,1,0,0,0,True,
